OrigName;Group;Family;Genus;Species;AphiaID;rank;UsedName;study ID;Authors;Year;Title;Journal;OctoClade;ZooClade;Symbiont;Realm;Province;Ecoregion;Climate;DepthMin;DepthMax;StudyType;StudyTypeN;ResearchProblem;ResearchProblemN;Hmean;Hsd;Hconsidering;Pmean;Psd;Rmean;Rsd;CHARmean;CZARmean;SfG;count;revision ok?;info
Sinularia spp. (shallow);Alcyoniina;Alcyoniidae;Sinularia;NA;205854;Genus;Sinularia spp. (shallow);103;Fabricius and Klumpp;1995;Widespread mixotrophy in reef-inhabiting soft corals: the influence of depth, and colony expansion and contraction on photosynthesis;Marine Ecology Progress Series;A;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;5;20;Experimental field study;1;"Natural diet description; Role of autotrophy; Feeding responses to environmental forces";1;NA;NA;NA;337.5;NA;291.7;NA;NA;115.7;NA;1;ok;Original data in mgC.gAFDW-1.d-1 (table 4) and we used the formula Pn = Pg - R
Sinularia spp. (deep);Alcyoniina;Alcyoniidae;Sinularia;NA;205854;Genus;Sinularia spp. (deep);103;Fabricius and Klumpp;1995;Widespread mixotrophy in reef-inhabiting soft corals: the influence of depth, and colony expansion and contraction on photosynthesis;Marine Ecology Progress Series;A;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;5;20;Experimental field study;1;"Natural diet description; Role of autotrophy; Feeding responses to environmental forces";1;NA;NA;NA;312.5;NA;262.5;NA;NA;119;NA;1;ok;Original data in mgC.gAFDW-1.d-1 (table 4) and we used the formula Pn = Pg - R
Capnella lacertiliensis (shallow);Alcyoniina;Nephtheidae;Capnella;Capnella lacertiliensis;287335;Species;Capnella lacertiliensis (shallow);103;Fabricius and Klumpp;1995;Widespread mixotrophy in reef-inhabiting soft corals: the influence of depth, and colony expansion and contraction on photosynthesis;Marine Ecology Progress Series;A;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;5;20;Experimental field study;1;"Natural diet description; Role of autotrophy; Feeding responses to environmental forces";1;NA;NA;NA;445.8;NA;241.7;NA;NA;184.5;NA;1;ok;Original data in mgC.gAFDW-1.d-1 (table 4) and we used the formula Pn = Pg - R
Capnella lacertiliensis (deep);Alcyoniina;Nephtheidae;Capnella;Capnella lacertiliensis;287335;Species;Capnella lacertiliensis (deep);103;Fabricius and Klumpp;1995;Widespread mixotrophy in reef-inhabiting soft corals: the influence of depth, and colony expansion and contraction on photosynthesis;Marine Ecology Progress Series;A;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;5;20;Experimental field study;1;"Natural diet description; Role of autotrophy; Feeding responses to environmental forces";1;NA;NA;NA;133.3;NA;154.2;NA;NA;86.5;NA;1;ok;Original data in mgC.gAFDW-1.d-1 (table 4) and we used the formula Pn = Pg - R
Dendronephthya spp.;Alcyoniina;Nephtheidae;Dendronephthya;NA;206503;Genus;Dendronephthya spp.;103;Fabricius and Klumpp;1995;Widespread mixotrophy in reef-inhabiting soft corals: the influence of depth, and colony expansion and contraction on photosynthesis;Marine Ecology Progress Series;A;NA;Azooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;5;20;Experimental field study;1;"Natural diet description; Role of autotrophy; Feeding responses to environmental forces";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Litophyton spp.;Alcyoniina;Nephtheidae;Litophyton;NA;204523;Genus;Litophyton spp.;103;Fabricius and Klumpp;1995;Widespread mixotrophy in reef-inhabiting soft corals: the influence of depth, and colony expansion and contraction on photosynthesis;Marine Ecology Progress Series;A;A;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;5;20;Experimental field study;1;"Natural diet description; Role of autotrophy; Feeding responses to environmental forces";1;NA;NA;NA;637.5;NA;458.3;NA;NA;139.1;NA;1;ok;Original data in mgC.gAFDW-1.d-1 (table 4) and we used the formula Pn = Pg - R
Paralemnalia spp. (shallow);Alcyoniina;Nephtheidae;Paralemnalia;NA;267689;Genus;Paralemnalia spp. (shallow);103;Fabricius and Klumpp;1995;Widespread mixotrophy in reef-inhabiting soft corals: the influence of depth, and colony expansion and contraction on photosynthesis;Marine Ecology Progress Series;A;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;5;20;Experimental field study;1;"Natural diet description; Role of autotrophy; Feeding responses to environmental forces";1;NA;NA;NA;387.5;NA;316.7;NA;NA;122.4;NA;1;ok;Original data in mgC.gAFDW-1.d-1 (table 4) and we used the formula Pn = Pg - R
Paralemnalia spp. (deep);Alcyoniina;Nephtheidae;Paralemnalia;NA;267689;Genus;Paralemnalia spp. (deep);103;Fabricius and Klumpp;1995;Widespread mixotrophy in reef-inhabiting soft corals: the influence of depth, and colony expansion and contraction on photosynthesis;Marine Ecology Progress Series;A;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;5;20;Experimental field study;1;"Natural diet description; Role of autotrophy; Feeding responses to environmental forces";1;NA;NA;NA;341.7;NA;354.2;NA;NA;96.5;NA;1;ok;Original data in mgC.gAFDW-1.d-1 (table 4) and we used the formula Pn = Pg - R
Scleronephthya sp.;Alcyoniina;Nephtheidae;Scleronephthya;NA;205324;Genus;Scleronephthya sp.;103;Fabricius and Klumpp;1995;Widespread mixotrophy in reef-inhabiting soft corals: the influence of depth, and colony expansion and contraction on photosynthesis;Marine Ecology Progress Series;A;NA;Azooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;6;12;Experimental field study;1;"Natural diet description; Role of autotrophy; Feeding responses to environmental forces";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Asterospicularia sp.;Alcyoniina;Xeniidae;Asterospicularia;NA;267241;Genus;Asterospicularia sp.;103;Fabricius and Klumpp;1995;Widespread mixotrophy in reef-inhabiting soft corals: the influence of depth, and colony expansion and contraction on photosynthesis;Marine Ecology Progress Series;A;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;6;20;Experimental field study;1;"Natural diet description; Role of autotrophy; Feeding responses to environmental forces";1;NA;NA;NA;112.5;NA;175;NA;NA;64.3;NA;1;ok;Original data in mgC.gAFDW-1.d-1 (table 4) and we used the formula Pn = Pg - R
Efflatounaria sp. (shallow);Alcyoniina;NA;NA;NA;1365;Order;Alcyonacea sp. (shallow);103;Fabricius and Klumpp;1995;Widespread mixotrophy in reef-inhabiting soft corals: the influence of depth, and colony expansion and contraction on photosynthesis;Marine Ecology Progress Series;A;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;5;20;Experimental field study;1;"Natural diet description; Role of autotrophy; Feeding responses to environmental forces";1;NA;NA;NA;650;NA;362.5;NA;NA;179.3;NA;1;ok;Original data in mgC.gAFDW-1.d-1 (table 4) and we used the formula Pn = Pg - R
Efflatounaria sp. (deep);Alcyoniina;NA;NA;NA;1365;Order;Alcyonacea sp. (deep);103;Fabricius and Klumpp;1995;Widespread mixotrophy in reef-inhabiting soft corals: the influence of depth, and colony expansion and contraction on photosynthesis;Marine Ecology Progress Series;A;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;5;20;Experimental field study;1;"Natural diet description; Role of autotrophy; Feeding responses to environmental forces";1;NA;NA;NA;375;NA;337.5;NA;NA;111.1;NA;1;ok;Original data in mgC.gAFDW-1.d-1 (table 4) and we used the formula Pn = Pg - R
Xenia spp.;Alcyoniina;Xeniidae;Xenia;NA;204396;Genus;Xenia spp.;103;Fabricius and Klumpp;1995;Widespread mixotrophy in reef-inhabiting soft corals: the influence of depth, and colony expansion and contraction on photosynthesis;Marine Ecology Progress Series;A;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;5;20;Experimental field study;1;"Natural diet description; Role of autotrophy; Feeding responses to environmental forces";1;NA;NA;NA;383.3;NA;250;NA;NA;153.3;NA;1;ok;Original data in mgC.gAFDW-1.d-1 (table 4) and we used the formula Pn = Pg - R
Briareum stechei (shallow);Scleraxonia;Briareidae;Briareum;Briareum stechei;289541;Species;Briareum stechei (shallow);103;Fabricius and Klumpp;1995;Widespread mixotrophy in reef-inhabiting soft corals: the influence of depth, and colony expansion and contraction on photosynthesis;Marine Ecology Progress Series;B;D;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;5;20;Experimental field study;1;"Natural diet description; Role of autotrophy; Feeding responses to environmental forces";1;NA;NA;NA;187.5;NA;125;NA;NA;150;NA;1;ok;Original data in mgC.gAFDW-1.d-1 (table 4) and we used the formula Pn = Pg - R
Briareum stechei (deep);Scleraxonia;Briareidae;Briareum;Briareum stechei;289541;Species;Briareum stechei (deep);103;Fabricius and Klumpp;1995;Widespread mixotrophy in reef-inhabiting soft corals: the influence of depth, and colony expansion and contraction on photosynthesis;Marine Ecology Progress Series;B;D;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;5;20;Experimental field study;1;"Natural diet description; Role of autotrophy; Feeding responses to environmental forces";1;NA;NA;NA;150;NA;187.5;NA;NA;153.3;NA;1;ok;Original data in mgC.gAFDW-1.d-1 (table 4) and we used the formula Pn = Pg - R
Dendronephthya hemprichi;Alcyoniina;Nephtheidae;Dendronephthya;Dendronephthya hemprichi;213027;Species;Dendronephthya hemprichi;104;Fabricius et al;1995;Flow-dependent herbivory and growth in zooxanthellae-free soft corals;Limnology and Oceanography;A;NA;Azooxanthellate;Western Indo-Pacific;Red Sea and Gulf of Aden;Northern and Central Red Sea;Tropical;10;28;"Descriptive field study; Laboratorial study";2;"Natural diet description; Experimental diet description; Feeding responses to environmental forces";3;1764.5;NA;"Zooplankton; Phytoplankton";NA;NA;269.2;55;655.4;NA;NA;1;ok;Original data: 6.46 mgC.gAFDW-1.d-1 (Rc). For CHAR we used the data 0.2 ugC.polyp-1.d-1 (Hc, zoo), the mean between 6.3 and 28.7 (Hc, phyto), and 2.7 (Rc). We calculated the Hc based on CHAR and Rc
Dendronephthya hemprichi;Alcyoniina;Nephtheidae;Dendronephthya;Dendronephthya hemprichi;213027;Species;Dendronephthya hemprichi;105;Fabricius et al;1995;Herbivory in asymbiotic soft corals;Science;A;NA;Azooxanthellate;Western Indo-Pacific;Red Sea and Gulf of Aden;Northern and Central Red Sea;Tropical;NA;NA;"Descriptive field study; Laboratorial study";2;"Natural diet description; Role of autotrophy";2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Dendronephthya sinaiensis;Alcyoniina;Nephtheidae;Dendronephthya;Dendronephthya sinaiensis;213026;Species;Dendronephthya sinaiensis;105;Fabricius et al;1995;Herbivory in asymbiotic soft corals;Science;A;NA;Azooxanthellate;Western Indo-Pacific;Red Sea and Gulf of Aden;Northern and Central Red Sea;Tropical;NA;NA;Descriptive field study;1;Natural diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Scleronephthya corymbosa;Alcyoniina;Nephtheidae;Scleronephthya;Scleronephthya corymbosa;214683;Species;Scleronephthya corymbosa;105;Fabricius et al;1995;Herbivory in asymbiotic soft corals;Science;A;NA;Azooxanthellate;Western Indo-Pacific;Red Sea and Gulf of Aden;Northern and Central Red Sea;Tropical;NA;NA;Descriptive field study;1;Natural diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Acabaria sp.;Scleraxonia;Melithaeidae;Melithaea;NA;205342;Genus;Melithaea sp.;105;Fabricius et al;1995;Herbivory in asymbiotic soft corals;Science;A;NA;Azooxanthellate;Western Indo-Pacific;Red Sea and Gulf of Aden;Northern and Central Red Sea;Tropical;NA;NA;Descriptive field study;1;Natural diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Eunicella cavolini;Holaxonia;Gorgoniidae;Eunicella;Eunicella cavolini;125361;Species;Eunicella cavolini;106;Weinbauer and Velmirov;1995;Morphological Variations in the Mediterranean Sea Fan Eunicella Cavolini (Coelenterata: Gorgonacea) in Relation to Exposure, Colony Size and Colony Region;Bulletin of Marine Science;A;NA;Azooxanthellate;Temperate Northern Atlantic;Mediterranean Sea;Western Mediterranean;Temperate;NA;NA;Descriptive field study;1;Other subjects;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Paramuricea clavata;Holaxonia;Plexauridae;Paramuricea;Paramuricea clavata;125387;Species;Paramuricea clavata;107;Coma et al;1994;Feeding and prey capture cycles in the aposymbiontic gorgonian Paramuricea clavata;Marine Ecology Progress Series;A;NA;Azooxanthellate;Temperate Northern Atlantic;Mediterranean Sea;Western Mediterranean;Temperate;17;29;"Descriptive field study; Laboratorial study";2;"Natural diet description; Feeding activity rhythms; Seasonal variability";3;NA;NA;Zooplankton;NA;NA;NA;NA;42.8;NA;NA;1;ok;
Acanthogorgia vegae;Holaxonia;Acanthogorgiidae;Acanthogorgia;Acanthogorgia vegae;286094;Species;Acanthogorgia vegae;108;Dai and Lin;1993;The effects of flow on feeding of three gorgonians from southern Taiwan;Journal of Experimental Marine Biology and Ecology;A;NA;Azooxanthellate;Central Indo-Pacific;South Kuroshio;South Kuroshio;Temperate;NA;NA;Laboratorial study;1;"Experimental diet description; Feeding responses to environmental forces";2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Melithaea ochracea;Scleraxonia;Melithaeidae;Melithaea;Melithaea ochracea;288139;Species;Melithaea ochracea;108;Dai and Lin;1993;The effects of flow on feeding of three gorgonians from southern Taiwan;Journal of Experimental Marine Biology and Ecology;A;NA;Undefined;Central Indo-Pacific;South Kuroshio;South Kuroshio;Temperate;NA;NA;Laboratorial study;1;"Experimental diet description; Feeding responses to environmental forces";2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Subergorgia suberosa;Scleraxonia;Subergorgiidae;Subergorgia;Subergorgia suberosa;288010;Species;Subergorgia suberosa;108;Dai and Lin;1993;The effects of flow on feeding of three gorgonians from southern Taiwan;Journal of Experimental Marine Biology and Ecology;NA;NA;Azooxanthellate;Central Indo-Pacific;South Kuroshio;South Kuroshio;Temperate;NA;NA;Laboratorial study;1;"Experimental diet description; Feeding responses to environmental forces";2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Alcyonium siderium;Alcyoniina;Alcyoniidae;Alcyonium;Alcyonium siderium;287382;Species;Alcyonium siderium;109;Patterson;1991;The effects of flow on polyp-level prey capture in an octocoral, Alcyonium siderium;The Biological Bulletin;A;NA;Azooxanthellate;Temperate Northern Atlantic;Cold Temperate Northwest Atlantic;Gulf of Maine/Bay of Fundy;Temperate;NA;NA;Laboratorial study;1;"Experimental diet description; Feeding responses to environmental forces";2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Alcyonium siderium;Alcyoniina;Alcyoniidae;Alcyonium;Alcyonium siderium;287382;Species;Alcyonium siderium;110;Patterson;1991;Passive suspension feeding by an octocoral in plankton patches: empirical test of a mathematical model;Biological Bulletin;A;NA;Azooxanthellate;Temperate Northern Atlantic;Cold Temperate Northwest Atlantic;Gulf of Maine/Bay of Fundy;Temperate;7;14;Laboratorial study;1;"Experimental diet description; Feeding responses to environmental forces";2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Alcyonium sp.;Alcyoniina;Alcyoniidae;Alcyonium;NA;125284;Genus;Alcyonium sp.;111;Sorokin;1991;Biomass, metabolic rates and feeding of some common reef zoantharians and octocorals;Marine and Freshwater Research;A;NA;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;NA;NA;Laboratorial study;1;"Experimental diet description; Prey selectivity";2;2.8;NA;"Zooplankton; Phytoplankton";70.8;NA;34.6;NA;8.1;204.8;39;1;ok;Original data on Rc, Pc and Hc (expressed in ugC.gDW-1.d-1
Cladiella humesi;Alcyoniina;Alcyoniidae;Cladiella;Cladiella humesi;288618;Species;Cladiella humesi;111;Sorokin;1991;Biomass, metabolic rates and feeding of some common reef zoantharians and octocorals;Marine and Freshwater Research;A;C, D;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;NA;NA;Laboratorial study;1;"Experimental diet description; Prey selectivity";2;1.2;NA;"Zooplankton; Phytoplankton";39.9;NA;15;NA;8.1;265.8;26.1;1;ok;Original data on Rc, Pc and Hc (expressed in ugC.gDW-1.d-2
Klyxum molle;Alcyoniina;Alcyoniidae;Klyxum;Klyxum molle;290254;Species;Klyxum molle;111;Sorokin;1991;Biomass, metabolic rates and feeding of some common reef zoantharians and octocorals;Marine and Freshwater Research;A;C, D;Zooxanthellate;Central Indo-Pacific;Sunda Shelf;Southern Vietnam;Tropical;NA;NA;Laboratorial study;1;"Experimental diet description; Prey selectivity";2;49.2;NA;"Zooplankton; Phytoplankton";133.8;NA;195;NA;25.2;68.6;-12;1;ok;Original data on Rc, Pc and Hc (expressed in ugC.gDW-1.d-3
Lobophytum gazellae;Alcyoniina;Alcyoniidae;Lobophytum;Lobophytum gazellae;288784;Species;Lobophytum gazellae;111;Sorokin;1991;Biomass, metabolic rates and feeding of some common reef zoantharians and octocorals;Marine and Freshwater Research;A;C;Zooxanthellate;Central Indo-Pacific;Sunda Shelf;Southern Vietnam;Tropical;NA;NA;Laboratorial study;1;Experimental diet description;1;14.4;NA;"Zooplankton; Phytoplankton";23.8;NA;28.8;NA;50;82.6;9.4;1;ok;Original data on Rc, Pc and Hc (expressed in ugC.gDW-1.d-4
Lobophytum pauciflorum;Alcyoniina;Alcyoniidae;Lobophytum;Lobophytum pauciflorum;209963;Species;Lobophytum pauciflorum;111;Sorokin;1991;Biomass, metabolic rates and feeding of some common reef zoantharians and octocorals;Marine and Freshwater Research;A;C;Zooxanthellate;NA;NA;NA;NA;NA;NA;Laboratorial study;1;Experimental diet description;1;NA;NA;NA;22.9;NA;17.3;NA;NA;132.2;NA;1;ok;Original data on Rc, Pc and Hc (expressed in ugC.gDW-1.d-5
Sarcophyton trocheliophorum;Alcyoniina;Alcyoniidae;Sarcophyton;Sarcophyton trocheliophorum;209618;Species;Sarcophyton trocheliophorum;111;Sorokin;1991;Biomass, metabolic rates and feeding of some common reef zoantharians and octocorals;Marine and Freshwater Research;A;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;NA;NA;Laboratorial study;1;"Experimental diet description; Prey selectivity";2;2;NA;"Zooplankton; Phytoplankton";27.5;NA;22;NA;8.9;125.2;7.5;1;ok;Original data on Rc, Pc and Hc (expressed in ugC.gDW-1.d-6
Sinularia densa;Alcyoniina;Alcyoniidae;Sinularia;Sinularia densa;209982;Species;Sinularia densa;111;Sorokin;1991;Biomass, metabolic rates and feeding of some common reef zoantharians and octocorals;Marine and Freshwater Research;A;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;NA;NA;Laboratorial study;1;"Experimental diet description; Prey selectivity";2;2.3;NA;"Zooplankton; Phytoplankton";20.8;NA;10;NA;22.6;209.1;13.1;1;ok;Original data on Rc, Pc and Hc (expressed in ugC.gDW-1.d-7
Sinularia hirta;Alcyoniina;Alcyoniidae;Sinularia;Sinularia hirta;209970;Species;Sinularia hirta;111;Sorokin;1991;Biomass, metabolic rates and feeding of some common reef zoantharians and octocorals;Marine and Freshwater Research;A;C;Zooxanthellate;NA;NA;NA;NA;NA;NA;Laboratorial study;1;Experimental diet description;1;NA;NA;NA;19;NA;8;NA;NA;238.2;NA;1;ok;Original data on Rc, Pc and Hc (expressed in ugC.gDW-1.d-8
Sinularia sp.;Alcyoniina;Alcyoniidae;Sinularia;NA;205854;Genus;Sinularia sp.;111;Sorokin;1991;Biomass, metabolic rates and feeding of some common reef zoantharians and octocorals;Marine and Freshwater Research;A;C;Zooxanthellate;Western Indo-Pacific;Western Indian Ocean;Seychelles;Tropical;NA;NA;Laboratorial study;1;"Experimental diet description; Prey selectivity";2;8.8;NA;"Zooplankton; Phytoplankton";25;NA;20;NA;44;125;13.8;1;ok;Original data on Rc, Pc and Hc (expressed in ugC.gDW-1.d-9
Capnella sp.;Alcyoniina;Nephtheidae;Capnella;NA;146763;Genus;Capnella sp.;111;Sorokin;1991;Biomass, metabolic rates and feeding of some common reef zoantharians and octocorals;Marine and Freshwater Research;A;A, C, D;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;NA;NA;Laboratorial study;1;"Experimental diet description; Prey selectivity";2;0.7;NA;"Zooplankton; Phytoplankton";6;NA;3;NA;24;202.7;3.8;1;ok;Original data on Rc, Pc and Hc (expressed in ugC.gDW-1.d-10
Dendronephthya gigantea;Alcyoniina;Nephtheidae;Dendronephthya;Dendronephthya gigantea;289020;Species;Dendronephthya gigantea;111;Sorokin;1991;Biomass, metabolic rates and feeding of some common reef zoantharians and octocorals;Marine and Freshwater Research;A;NA;Azooxanthellate;Western Indo-Pacific;Western Indian Ocean;Seychelles;Tropical;NA;NA;Laboratorial study;1;"Experimental diet description; Prey selectivity";2;140;NA;"Zooplankton; Phytoplankton";NA;NA;89.6;NA;156.3;NA;NA;1;ok;Original data on Rc, Pc and Hc (expressed in ugC.gDW-1.d-11
Lemnalia rhabdota;Alcyoniina;Nephtheidae;Lemnalia;Lemnalia rhabdota;288058;Species;Lemnalia rhabdota;111;Sorokin;1991;Biomass, metabolic rates and feeding of some common reef zoantharians and octocorals;Marine and Freshwater Research;A;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;NA;NA;Laboratorial study;1;"Experimental diet description; Prey selectivity";2;2.4;NA;"Zooplankton; Phytoplankton";33.6;NA;16.3;NA;14.6;206.5;19.7;1;ok;Original data on Rc, Pc and Hc (expressed in ugC.gDW-1.d-12
Litophyton arboreum;Alcyoniina;Nephtheidae;Litophyton;Litophyton arboreum;213038;Species;Litophyton arboreum;111;Sorokin;1991;Biomass, metabolic rates and feeding of some common reef zoantharians and octocorals;Marine and Freshwater Research;A;A;Zooxanthellate;Western Indo-Pacific;Red Sea and Gulf of Aden;Gulf of Aden;Tropical;NA;NA;Laboratorial study;1;"Experimental diet description; Prey selectivity";2;18.8;NA;"Zooplankton; Phytoplankton";69.8;NA;25;NA;75;279.2;63.5;1;ok;Original data on Rc, Pc and Hc (expressed in ugC.gDW-1.d-13
Paralemnalia clavata;Alcyoniina;Nephtheidae;Paralemnalia;Paralemnalia clavata;290655;Species;Paralemnalia clavata;111;Sorokin;1991;Biomass, metabolic rates and feeding of some common reef zoantharians and octocorals;Marine and Freshwater Research;A;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;NA;NA;Laboratorial study;1;"Experimental diet description; Prey selectivity";2;6;NA;"Zooplankton; Phytoplankton";40.8;NA;22.9;NA;26.4;178;23.9;1;ok;Original data on Rc, Pc and Hc (expressed in ugC.gDW-1.d-14
Paralemnalia digitiformis;Alcyoniina;Nephtheidae;Paralemnalia;Paralemnalia digitiformis;290656;Species;Paralemnalia digitiformis;111;Sorokin;1991;Biomass, metabolic rates and feeding of some common reef zoantharians and octocorals;Marine and Freshwater Research;A;C;Zooxanthellate;NA;NA;NA;NA;NA;NA;Laboratorial study;1;Experimental diet description;1;NA;NA;NA;37.1;NA;18.4;NA;NA;201.6;NA;1;ok;Original data on Rc, Pc and Hc (expressed in ugC.gDW-1.d-15
Xenia elongata;Alcyoniina;Xeniidae;Xenia;Xenia elongata;287872;Species;Xenia elongata;111;Sorokin;1991;Biomass, metabolic rates and feeding of some common reef zoantharians and octocorals;Marine and Freshwater Research;A;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;NA;NA;Laboratorial study;1;"Experimental diet description; Prey selectivity";2;2.1;NA;"Zooplankton; Phytoplankton";25;NA;23.1;NA;8.3;108.3;4;1;ok;Original data on Rc, Pc and Hc (expressed in ugC.gDW-1.d-16
Isis hippuris;Calcaxonia;Isididae;Isis;Isis hippuris;290211;Species;Isis hippuris;111;Sorokin;1991;Biomass, metabolic rates and feeding of some common reef zoantharians and octocorals;Marine and Freshwater Research;NA;D;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;NA;NA;Laboratorial study;1;"Experimental diet description; Prey selectivity";2;1.7;NA;"Zooplankton; Phytoplankton";28.2;NA;13;NA;13.2;217;16.9;1;ok;Original data on Rc, Pc and Hc (expressed in ugC.gDW-1.d-17
Hicksonella princeps;Holaxonia;Gorgoniidae;Hicksonella;Hicksonella princeps;290120;Species;Hicksonella princeps;111;Sorokin;1991;Biomass, metabolic rates and feeding of some common reef zoantharians and octocorals;Marine and Freshwater Research;NA;C;Zooxanthellate;Central Indo-Pacific;Sunda Shelf;Southern Vietnam;Tropical;NA;NA;Laboratorial study;1;"Experimental diet description; Prey selectivity";2;19.8;NA;"Zooplankton; Phytoplankton";50;NA;38.3;NA;51.6;130.5;31.5;1;ok;Original data on Rc, Pc and Hc (expressed in ugC.gDW-1.d-18
Rumphella aggregata;Holaxonia;Gorgoniidae;Rumphella;Rumphella aggregata;213044;Species;Rumphella aggregata;111;Sorokin;1991;Biomass, metabolic rates and feeding of some common reef zoantharians and octocorals;Marine and Freshwater Research;NA;C;Zooxanthellate;Central Indo-Pacific;"Northeast Australian Shelf; Western Indian Ocean";"Central and Southern Great Barrier Reef; Seychelles";Tropical;NA;NA;Laboratorial study;1;"Experimental diet description; Prey selectivity";2;2.8;NA;"Zooplankton; Phytoplankton";27.8;NA;19;NA;14.7;146.3;11.6;1;ok;Original data on Rc, Pc and Hc (expressed in ugC.gDW-1.d-19
Bebryce indica;Holaxonia;Plexauridae;Bebryce;Bebryce indica;286345;Species;Bebryce indica;111;Sorokin;1991;Biomass, metabolic rates and feeding of some common reef zoantharians and octocorals;Marine and Freshwater Research;A;NA;Azooxanthellate;Central Indo-Pacific;Sunda Shelf;Southern Vietnam;Tropical;NA;NA;Laboratorial study;1;"Experimental diet description; Prey selectivity";2;62.9;NA;"Zooplankton; Phytoplankton";NA;NA;54.6;NA;115.3;NA;8.3;1;ok;Original data on Rc, Pc and Hc (expressed in ugC.gDW-1.d-20
Melithaea aurantia;Scleraxonia;Melithaeidae;Melithaea;Melithaea aurantia;746535;Species;Melithaea aurantia;111;Sorokin;1991;Biomass, metabolic rates and feeding of some common reef zoantharians and octocorals;Marine and Freshwater Research;A;NA;Azooxanthellate;Central Indo-Pacific;"Sunda Shelf; Northeast Australian Shelf";"Southern Vietnam; Central and Southern Great Barrier Reef";Tropical;NA;NA;Laboratorial study;1;"Experimental diet description; Prey selectivity";2;16.7;NA;"Zooplankton; Phytoplankton";NA;NA;53.8;NA;31.1;NA;-37;1;ok;Original data on Rc, Pc and Hc (expressed in ugC.gDW-1.d-21
